From_Date,End_Date,SMA,EMA,RSI,SO
2004-09-30,2004-10-20,Infinity,NaN,-66.66609,NaN
2004-10-01,2004-10-21,Infinity,NaN,-184.6154,NaN
2004-10-04,2004-10-22,Infinity,NaN,-2.0833828,NaN
2004-10-05,2004-10-25,Infinity,NaN,56.756783,NaN
2004-10-06,2004-10-26,Infinity,NaN,31.08103,NaN
2004-10-07,2004-10-27,Infinity,NaN,-74.3245,NaN
2004-10-08,2004-10-28,Infinity,NaN,-38.904907,NaN
2004-10-11,2004-10-29,Infinity,NaN,-90.625374,NaN
2004-10-12,2004-11-01,Infinity,NaN,-40.000328,NaN
2004-10-13,2004-11-02,Infinity,NaN,-94.28559,NaN
2004-10-14,2004-11-03,Infinity,NaN,-228.5715,NaN
2004-10-15,2004-11-04,Infinity,NaN,5.7138653,NaN
2004-10-18,2004-11-05,Infinity,NaN,-119.999886,NaN
2004-10-19,2004-11-08,Infinity,NaN,-176.31621,NaN
2004-10-20,2004-11-09,Infinity,NaN,-15.11617,NaN
2004-10-21,2004-11-10,Infinity,NaN,16.326523,NaN
2004-10-22,2004-11-11,Infinity,NaN,-20.40825,NaN
2004-10-25,2004-11-12,Infinity,NaN,512.2452,NaN
2004-10-26,2004-11-15,Infinity,NaN,497.95953,NaN
2004-10-27,2004-11-16,Infinity,NaN,559.1839,NaN
2004-10-28,2004-11-17,Infinity,NaN,485.71472,NaN
2004-10-29,2004-11-18,Infinity,NaN,473.46954,NaN
2004-11-01,2004-11-19,Infinity,NaN,475.5104,NaN
2004-11-02,2004-11-22,Infinity,NaN,534.6943,NaN
2004-11-03,2004-11-23,Infinity,NaN,559.1839,NaN
2004-11-04,2004-11-24,Infinity,NaN,514.286,NaN
2004-11-05,2004-11-26,Infinity,NaN,491.8369,NaN
2004-11-08,2004-11-29,Infinity,NaN,506.1226,NaN
2004-11-09,2004-11-30,Infinity,NaN,650.00073,NaN
2004-11-10,2004-12-01,Infinity,NaN,341.37927,NaN
2004-11-11,2004-12-02,Infinity,NaN,193.10362,NaN
2004-11-12,2004-12-03,Infinity,NaN,-211.11028,NaN
2004-11-15,2004-12-06,Infinity,NaN,-116.66826,NaN
2004-11-16,2004-12-07,Infinity,NaN,-132.14374,NaN
2004-11-17,2004-12-08,Infinity,NaN,146.42915,NaN
2004-11-18,2004-12-09,Infinity,NaN,153.5722,NaN
2004-11-19,2004-12-10,Infinity,NaN,21.428474,NaN
2004-11-22,2004-12-13,Infinity,NaN,89.2861,NaN
2004-11-23,2004-12-14,Infinity,NaN,14.285423,NaN
2004-11-24,2004-12-15,Infinity,NaN,-114.2861,NaN
2004-11-26,2004-12-16,Infinity,NaN,67.85695,NaN
2004-11-29,2004-12-17,Infinity,NaN,110.71458,NaN
2004-11-30,2004-12-20,Infinity,NaN,42.85695,NaN
2004-12-01,2004-12-21,Infinity,NaN,132.14305,NaN
2004-12-02,2004-12-22,Infinity,NaN,50.0,NaN
2004-12-03,2004-12-23,Infinity,NaN,75.0,NaN
2004-12-06,2004-12-27,Infinity,NaN,61.76441,NaN
2004-12-07,2004-12-28,Infinity,NaN,-5.8819237,NaN
2004-12-08,2004-12-29,Infinity,NaN,-59.999718,NaN
2004-12-09,2004-12-30,Infinity,NaN,-14.545462,NaN
2004-12-10,2004-12-31,Infinity,NaN,50.0,NaN
2004-12-13,2005-01-03,Infinity,NaN,66.66645,NaN
2004-12-14,2005-01-04,Infinity,NaN,130.00012,NaN
2004-12-15,2005-01-05,Infinity,NaN,243.33379,NaN
2004-12-16,2005-01-06,Infinity,NaN,313.33368,NaN
2004-12-17,2005-01-07,Infinity,NaN,476.66736,NaN
2004-12-20,2005-01-10,Infinity,NaN,553.3347,NaN
2004-12-21,2005-01-11,Infinity,NaN,660.0015,NaN
2004-12-22,2005-01-12,Infinity,NaN,660.0015,NaN
2004-12-23,2005-01-13,Infinity,NaN,750.0019,NaN
2004-12-27,2005-01-14,Infinity,NaN,746.66846,NaN
2004-12-28,2005-01-18,Infinity,NaN,626.66797,NaN
2004-12-29,2005-01-19,Infinity,NaN,626.66797,NaN
2004-12-30,2005-01-20,Infinity,NaN,7699.828,NaN
2004-12-31,2005-01-21,Infinity,NaN,2300.0024,NaN
2005-01-03,2005-01-24,Infinity,NaN,531.5797,NaN
2005-01-04,2005-01-25,Infinity,NaN,961.5447,NaN
2005-01-05,2005-01-26,Infinity,NaN,975.0088,NaN
2005-01-06,2005-01-27,Infinity,NaN,1250.031,NaN
2005-01-07,2005-01-28,Infinity,NaN,825.00055,NaN
2005-01-10,2005-01-31,Infinity,NaN,106.060745,NaN
2005-01-11,2005-02-01,Infinity,NaN,-37.499702,NaN
2005-01-12,2005-02-02,Infinity,NaN,-53.191353,NaN
2005-01-13,2005-02-03,Infinity,NaN,2.8572052,NaN
2005-01-14,2005-02-04,Infinity,NaN,62.857426,NaN
2005-01-18,2005-02-07,Infinity,NaN,-145.71365,NaN
2005-01-19,2005-02-08,Infinity,NaN,-207.14256,NaN
2005-01-20,2005-02-09,Infinity,NaN,-5.7144103,NaN
2005-01-21,2005-02-10,Infinity,NaN,62.85715,NaN
2005-01-24,2005-02-11,Infinity,NaN,-9.999946,NaN
2005-01-25,2005-02-14,Infinity,NaN,-40.000053,NaN
2005-01-26,2005-02-15,Infinity,NaN,-86.4407,NaN
2005-01-27,2005-02-16,Infinity,NaN,13.541593,NaN
2005-01-28,2005-02-17,Infinity,NaN,33.333336,NaN
2005-01-31,2005-02-18,Infinity,NaN,89.8551,NaN
2005-02-01,2005-02-22,Infinity,NaN,56.521763,NaN
2005-02-02,2005-02-23,Infinity,NaN,114.492836,NaN
2005-02-03,2005-02-24,Infinity,NaN,166.66695,NaN
2005-02-04,2005-02-25,Infinity,NaN,113.043526,NaN
2005-02-07,2005-02-28,Infinity,NaN,46.37686,NaN
2005-02-08,2005-03-01,Infinity,NaN,56.521763,NaN
2005-02-09,2005-03-02,Infinity,NaN,-48.718163,NaN
2005-02-10,2005-03-03,Infinity,NaN,-90.592804,NaN
2005-02-11,2005-03-04,Infinity,NaN,-55.999756,NaN
2005-02-14,2005-03-07,Infinity,NaN,-179.99954,NaN
2005-02-15,2005-03-08,Infinity,NaN,-42.105247,NaN
2005-02-16,2005-03-09,Infinity,NaN,40.35082,NaN
2005-02-17,2005-03-10,Infinity,NaN,108.77213,NaN
2005-02-18,2005-03-11,Infinity,NaN,122.80722,NaN
2005-02-22,2005-03-14,Infinity,NaN,173.68427,NaN
2005-02-23,2005-03-15,Infinity,NaN,150.87738,NaN
2005-02-24,2005-03-16,Infinity,NaN,222.80722,NaN
2005-02-25,2005-03-17,Infinity,NaN,347.36853,NaN
2005-02-28,2005-03-18,Infinity,NaN,378.94754,NaN
2005-03-01,2005-03-21,Infinity,NaN,335.08786,NaN
2005-03-02,2005-03-22,Infinity,NaN,342.1056,NaN
2005-03-03,2005-03-23,Infinity,NaN,359.64917,NaN
2005-03-04,2005-03-24,Infinity,NaN,326.66632,NaN
2005-03-07,2005-03-28,Infinity,NaN,333.3331,NaN
2005-03-08,2005-03-29,Infinity,NaN,771.42535,NaN
2005-03-09,2005-03-30,Infinity,NaN,2783.3582,NaN
2005-03-10,2005-03-31,Infinity,NaN,557.1413,NaN
2005-03-11,2005-04-01,Infinity,NaN,278.04874,NaN
2005-03-14,2005-04-04,Infinity,NaN,414.28555,NaN
2005-03-15,2005-04-05,Infinity,NaN,5933.1997,NaN
2005-03-16,2005-04-06,Infinity,NaN,570.9999,NaN
2005-03-17,2005-04-07,Infinity,NaN,637.5009,NaN
2005-03-18,2005-04-08,Infinity,NaN,790.90546,NaN
2005-03-21,2005-04-11,Infinity,NaN,1127.2664,NaN
2005-03-22,2005-04-12,Infinity,NaN,1045.4501,NaN
2005-03-23,2005-04-13,Infinity,NaN,1054.5396,NaN
2005-03-24,2005-04-14,Infinity,NaN,1000.0012,NaN
2005-03-28,2005-04-15,Infinity,NaN,3300.0286,NaN
2005-03-29,2005-04-18,Infinity,NaN,1536.3805,NaN
2005-03-30,2005-04-19,Infinity,NaN,586.9578,NaN
2005-03-31,2005-04-20,Infinity,NaN,750.0012,NaN
2005-04-01,2005-04-21,Infinity,NaN,2333.4243,NaN
2005-04-04,2005-04-22,Infinity,NaN,117.85683,NaN
2005-04-05,2005-04-25,Infinity,NaN,57.142662,NaN
2005-04-06,2005-04-26,Infinity,NaN,-7.1430025,NaN
2005-04-07,2005-04-27,Infinity,NaN,64.99933,NaN
2005-04-08,2005-04-28,Infinity,NaN,-Infinity,NaN
2005-04-11,2005-04-29,Infinity,NaN,305.88248,NaN
2005-04-12,2005-05-02,Infinity,NaN,200.0,NaN
2005-04-13,2005-05-03,Infinity,NaN,35.294907,NaN
2005-04-14,2005-05-04,Infinity,NaN,-29.411304,NaN
2005-04-15,2005-05-05,Infinity,NaN,-47.058758,NaN
2005-04-18,2005-05-06,Infinity,NaN,-111.76385,NaN
2005-04-19,2005-05-09,Infinity,NaN,-160.00026,NaN
2005-04-20,2005-05-10,Infinity,NaN,-5.172533,NaN
2005-04-21,2005-05-11,Infinity,NaN,-117.24184,NaN
2005-04-22,2005-05-12,Infinity,NaN,-127.49909,NaN
2005-04-25,2005-05-13,Infinity,NaN,-22.499952,NaN
2005-04-26,2005-05-16,Infinity,NaN,90.909454,NaN
2005-04-27,2005-05-17,Infinity,NaN,-121.21203,NaN
2005-04-28,2005-05-18,Infinity,NaN,-114.75446,NaN
2005-04-29,2005-05-19,Infinity,NaN,-28.985596,NaN
2005-05-02,2005-05-20,Infinity,NaN,-177.273,NaN
2005-05-03,2005-05-23,Infinity,NaN,-50.00017,NaN
2005-05-04,2005-05-24,Infinity,NaN,-106.060745,NaN
2005-05-05,2005-05-25,Infinity,NaN,30.43471,NaN
2005-05-06,2005-05-26,Infinity,NaN,8.695455,NaN
2005-05-09,2005-05-27,Infinity,NaN,-20.0,NaN
2005-05-10,2005-05-31,Infinity,NaN,-100.0,NaN
2005-05-11,2005-06-01,Infinity,NaN,-0.0,NaN
2005-05-12,2005-06-02,Infinity,NaN,Infinity,NaN
2005-05-13,2005-06-03,Infinity,NaN,-5.555673,NaN
2005-05-16,2005-06-06,Infinity,NaN,-311.1103,NaN
2005-05-17,2005-06-07,Infinity,NaN,-66.66667,NaN
2005-05-18,2005-06-08,Infinity,NaN,-55.55532,NaN
2005-05-19,2005-06-09,Infinity,NaN,-95.65207,NaN
2005-05-20,2005-06-10,Infinity,NaN,-43.243103,NaN
2005-05-23,2005-06-13,Infinity,NaN,-23.999786,NaN
2005-05-24,2005-06-14,Infinity,NaN,-39.99939,NaN
2005-05-25,2005-06-15,Infinity,NaN,-169.22885,NaN
2005-05-26,2005-06-16,Infinity,NaN,-69.230316,NaN
2005-05-27,2005-06-17,Infinity,NaN,-130.76822,NaN
2005-05-31,2005-06-20,Infinity,NaN,-164.28386,NaN
2005-06-01,2005-06-21,Infinity,NaN,-27.586094,NaN
2005-06-02,2005-06-22,Infinity,NaN,8.333531,NaN
2005-06-03,2005-06-23,Infinity,NaN,-54.16637,NaN
2005-06-06,2005-06-24,Infinity,NaN,54.16637,NaN
2005-06-07,2005-06-27,Infinity,NaN,402.08377,NaN
2005-06-08,2005-06-28,Infinity,NaN,579.167,NaN
2005-06-09,2005-06-29,Infinity,NaN,558.3339,NaN
2005-06-10,2005-06-30,Infinity,NaN,716.66705,NaN
2005-06-13,2005-07-01,Infinity,NaN,570.8342,NaN
2005-06-14,2005-07-05,Infinity,NaN,466.66745,NaN
2005-06-15,2005-07-06,Infinity,NaN,366.6667,NaN
2005-06-16,2005-07-07,Infinity,NaN,429.16736,NaN
2005-06-17,2005-07-08,Infinity,NaN,204.16676,NaN
2005-06-20,2005-07-11,Infinity,NaN,-520.8338,NaN
2005-06-21,2005-07-12,Infinity,NaN,-56.716286,NaN
2005-06-22,2005-07-13,Infinity,NaN,-18.68133,NaN
2005-06-23,2005-07-14,Infinity,NaN,-123.0767,NaN
2005-06-24,2005-07-15,Infinity,NaN,34.615414,NaN
2005-06-27,2005-07-18,Infinity,NaN,100.0,NaN
2005-06-28,2005-07-19,Infinity,NaN,-57.692112,NaN
2005-06-29,2005-07-20,Infinity,NaN,-71.427986,NaN
2005-06-30,2005-07-21,Infinity,NaN,-67.85648,NaN
2005-07-01,2005-07-22,Infinity,NaN,71.42896,NaN
2005-07-05,2005-07-25,Infinity,NaN,71.42896,NaN
2005-07-06,2005-07-26,Infinity,NaN,-114.285065,NaN
2005-07-07,2005-07-27,Infinity,NaN,-270.83344,NaN
2005-07-08,2005-07-28,Infinity,NaN,-20.0,NaN
2005-07-11,2005-07-29,Infinity,NaN,-35.29379,NaN
2005-07-12,2005-08-01,Infinity,NaN,-194.11751,NaN
2005-07-13,2005-08-02,Infinity,NaN,-103.84624,NaN
2005-07-14,2005-08-03,Infinity,NaN,-127.275406,NaN
2005-07-15,2005-08-04,Infinity,NaN,24.00055,NaN
2005-07-18,2005-08-05,Infinity,NaN,244.00024,NaN
2005-07-19,2005-08-08,Infinity,NaN,359.99985,NaN
2005-07-20,2005-08-09,Infinity,NaN,427.99988,NaN
2005-07-21,2005-08-10,Infinity,NaN,372.00012,NaN
2005-07-22,2005-08-11,Infinity,NaN,259.99985,NaN
2005-07-25,2005-08-12,Infinity,NaN,44.000244,NaN
2005-07-26,2005-08-15,Infinity,NaN,-1632.0,NaN
2005-07-27,2005-08-16,Infinity,NaN,-15.306091,NaN
2005-07-28,2005-08-17,Infinity,NaN,-70.52641,NaN
2005-07-29,2005-08-18,Infinity,NaN,9.524012,NaN
2005-08-01,2005-08-19,Infinity,NaN,36.58575,NaN
2005-08-02,2005-08-22,Infinity,NaN,75.61012,NaN
2005-08-03,2005-08-23,Infinity,NaN,85.36598,NaN
2005-08-04,2005-08-24,Infinity,NaN,85.36598,NaN
2005-08-05,2005-08-25,Infinity,NaN,7.3172436,NaN
2005-08-08,2005-08-26,Infinity,NaN,-26.828962,NaN
2005-08-09,2005-08-29,Infinity,NaN,-100.0,NaN
2005-08-10,2005-08-30,Infinity,NaN,-178.26083,NaN
2005-08-11,2005-08-31,Infinity,NaN,-28.169083,NaN
2005-08-12,2005-09-01,Infinity,NaN,-63.414246,NaN
2005-08-15,2005-09-02,Infinity,NaN,-26.829302,NaN
2005-08-16,2005-09-06,Infinity,NaN,-95.83247,NaN
2005-08-17,2005-09-07,Infinity,NaN,-30.232784,NaN
2005-08-18,2005-09-08,Infinity,NaN,-28.569872,NaN
2005-08-19,2005-09-09,Infinity,NaN,-90.47429,NaN
2005-08-22,2005-09-12,Infinity,NaN,-244.11807,NaN
2005-08-23,2005-09-13,Infinity,NaN,14.925186,NaN
2005-08-24,2005-09-14,Infinity,NaN,97.561386,NaN
2005-08-25,2005-09-15,Infinity,NaN,39.02437,NaN
2005-08-26,2005-09-16,Infinity,NaN,-165.8538,NaN
2005-08-29,2005-09-19,Infinity,NaN,10.714302,NaN
2005-08-30,2005-09-20,Infinity,NaN,-108.00018,NaN
2005-08-31,2005-09-21,Infinity,NaN,23.809265,NaN
2005-09-01,2005-09-22,Infinity,NaN,133.33334,NaN
2005-09-02,2005-09-23,Infinity,NaN,52.381474,NaN
2005-09-06,2005-09-26,Infinity,NaN,23.809265,NaN
2005-09-07,2005-09-27,Infinity,NaN,134.76112,NaN
2005-09-08,2005-09-28,Infinity,NaN,147.61853,NaN
2005-09-09,2005-09-29,Infinity,NaN,338.09628,NaN
2005-09-12,2005-09-30,Infinity,NaN,495.2389,NaN
2005-09-13,2005-10-03,Infinity,NaN,347.62033,NaN
2005-09-14,2005-10-04,Infinity,NaN,419.04813,NaN
2005-09-15,2005-10-05,Infinity,NaN,900.0036,NaN
2005-09-16,2005-10-06,Infinity,NaN,1252.386,NaN
2005-09-19,2005-10-07,Infinity,NaN,1023.81384,NaN
2005-09-20,2005-10-10,Infinity,NaN,990.47955,NaN
2005-09-21,2005-10-11,Infinity,NaN,895.65375,NaN
2005-09-22,2005-10-12,Infinity,NaN,1126.0884,NaN
2005-09-23,2005-10-13,Infinity,NaN,1347.8281,NaN
2005-09-26,2005-10-14,Infinity,NaN,357.1444,NaN
2005-09-27,2005-10-17,Infinity,NaN,5040.074,NaN
2005-09-28,2005-10-18,Infinity,NaN,1257.9034,NaN
2005-09-29,2005-10-19,Infinity,NaN,1000.0024,NaN
2005-09-30,2005-10-20,Infinity,NaN,868.75165,NaN
2005-10-03,2005-10-21,Infinity,NaN,1006.25256,NaN
2005-10-04,2005-10-24,Infinity,NaN,769.247,NaN
2005-10-05,2005-10-25,Infinity,NaN,84.000015,NaN
2005-10-06,2005-10-26,Infinity,NaN,73.99979,NaN
2005-10-07,2005-10-27,Infinity,NaN,173.99979,NaN
2005-10-10,2005-10-28,Infinity,NaN,749.9857,NaN
2005-10-11,2005-10-31,Infinity,NaN,-457.14026,NaN
2005-10-12,2005-11-01,Infinity,NaN,-46.154213,NaN
2005-10-13,2005-11-02,Infinity,NaN,-321.73618,NaN
2005-10-14,2005-11-03,Infinity,NaN,-54.83883,NaN
2005-10-17,2005-11-04,Infinity,NaN,-299.99237,NaN
2005-10-18,2005-11-07,Infinity,NaN,-100.00254,NaN
2005-10-19,2005-11-08,Infinity,NaN,-79.99878,NaN
2005-10-20,2005-11-09,Infinity,NaN,-83.99963,NaN
2005-10-21,2005-11-10,Infinity,NaN,-63.63684,NaN
2005-10-24,2005-11-11,Infinity,NaN,6.251341,NaN
2005-10-25,2005-11-14,Infinity,NaN,-156.25015,NaN
2005-10-26,2005-11-15,Infinity,NaN,-1193.7511,NaN
2005-10-27,2005-11-16,Infinity,NaN,-124.99523,NaN
2005-10-28,2005-11-17,Infinity,NaN,-362.49286,NaN
2005-10-31,2005-11-18,Infinity,NaN,-55.883045,NaN
2005-11-01,2005-11-21,Infinity,NaN,-54.54587,NaN
2005-11-02,2005-11-22,Infinity,NaN,-210.25667,NaN
2005-11-03,2005-11-23,Infinity,NaN,-30.555674,NaN
2005-11-04,2005-11-25,Infinity,NaN,-59.99924,NaN
2005-11-07,2005-11-28,Infinity,NaN,49.997616,NaN
2005-11-08,2005-11-29,Infinity,NaN,-150.00716,NaN
2005-11-09,2005-11-30,Infinity,NaN,-112.50298,NaN
2005-11-10,2005-12-01,Infinity,NaN,-512.5125,NaN
2005-11-11,2005-12-02,Infinity,NaN,37.837784,NaN
2005-11-14,2005-12-05,Infinity,NaN,48.648872,NaN
2005-11-15,2005-12-06,Infinity,NaN,221.62218,NaN
2005-11-16,2005-12-07,Infinity,NaN,264.8655,NaN
2005-11-17,2005-12-08,Infinity,NaN,343.24435,NaN
2005-11-18,2005-12-09,Infinity,NaN,167.56776,NaN
2005-11-21,2005-12-12,Infinity,NaN,35.135525,NaN
2005-11-22,2005-12-13,Infinity,NaN,-5.4055448,NaN
2005-11-23,2005-12-14,Infinity,NaN,-5.4055448,NaN
2005-11-25,2005-12-15,Infinity,NaN,105.40555,NaN
2005-11-28,2005-12-16,Infinity,NaN,145.94661,NaN
2005-11-29,2005-12-19,Infinity,NaN,129.72998,NaN
2005-11-30,2005-12-20,Infinity,NaN,251.35217,NaN
2005-12-01,2005-12-21,Infinity,NaN,164.86551,NaN
2005-12-02,2005-12-22,Infinity,NaN,232.43327,NaN
2005-12-05,2005-12-23,Infinity,NaN,224.32445,NaN
2005-12-06,2005-12-27,Infinity,NaN,305.40656,NaN
2005-12-07,2005-12-28,Infinity,NaN,467.5688,NaN
2005-12-08,2005-12-29,Infinity,NaN,529.731,NaN
2005-12-09,2005-12-30,Infinity,NaN,681.0831,NaN
2005-12-12,2006-01-03,Infinity,NaN,648.6499,NaN
2005-12-13,2006-01-04,Infinity,NaN,581.08215,NaN
2005-12-14,2006-01-05,Infinity,NaN,815.3999,NaN
2005-12-15,2006-01-06,Infinity,NaN,1700.0635,NaN
2005-12-16,2006-01-09,Infinity,NaN,1666.7345,NaN
2005-12-19,2006-01-10,Infinity,NaN,77.777306,NaN
2005-12-20,2006-01-11,Infinity,NaN,-4.5464,NaN
2005-12-21,2006-01-12,Infinity,NaN,100.0,NaN
2005-12-22,2006-01-13,Infinity,NaN,303.70306,NaN
2005-12-23,2006-01-17,Infinity,NaN,619.9985,NaN
2005-12-27,2006-01-18,Infinity,NaN,104.99914,NaN
2005-12-28,2006-01-19,Infinity,NaN,-62.499763,NaN
2005-12-29,2006-01-20,Infinity,NaN,-0.0,NaN
2005-12-30,2006-01-23,Infinity,NaN,104.99914,NaN
2006-01-03,2006-01-24,Infinity,NaN,112.49976,NaN
2006-01-04,2006-01-25,Infinity,NaN,154.99913,NaN
2006-01-05,2006-01-26,Infinity,NaN,127.49909,NaN
2006-01-06,2006-01-27,Infinity,NaN,124.99953,NaN
2006-01-09,2006-01-30,Infinity,NaN,132.49919,NaN
2006-01-10,2006-01-31,Infinity,NaN,169.99944,NaN
2006-01-11,2006-02-01,Infinity,NaN,-0.0,NaN
2006-01-12,2006-02-02,Infinity,NaN,39.215965,NaN
2006-01-13,2006-02-03,Infinity,NaN,80.39239,NaN
2006-01-17,2006-02-06,Infinity,NaN,1.9604616,NaN
2006-01-18,2006-02-07,Infinity,NaN,62.745243,NaN
2006-01-19,2006-02-08,Infinity,NaN,80.39239,NaN
2006-01-20,2006-02-09,Infinity,NaN,-55.00036,NaN
2006-01-23,2006-02-10,Infinity,NaN,-411.10922,NaN
2006-01-24,2006-02-13,Infinity,NaN,63.21838,NaN
2006-01-25,2006-02-14,Infinity,NaN,73.56323,NaN
2006-01-26,2006-02-15,Infinity,NaN,87.35623,NaN
2006-01-27,2006-02-16,Infinity,NaN,77.011375,NaN
2006-01-30,2006-02-17,Infinity,NaN,83.9081,NaN
2006-01-31,2006-02-21,Infinity,NaN,58.620567,NaN
2006-02-01,2006-02-22,Infinity,NaN,49.425385,NaN
2006-02-02,2006-02-23,Infinity,NaN,-56.56606,NaN
2006-02-03,2006-02-24,Infinity,NaN,-52.830082,NaN
2006-02-06,2006-02-27,Infinity,NaN,-308.33188,NaN
2006-02-07,2006-02-28,Infinity,NaN,12.162155,NaN
2006-02-08,2006-03-01,Infinity,NaN,-18.749851,NaN
2006-02-09,2006-03-02,Infinity,NaN,18.032867,NaN
2006-02-10,2006-03-03,Infinity,NaN,21.568819,NaN
2006-02-13,2006-03-06,Infinity,NaN,72.54905,NaN
2006-02-14,2006-03-07,Infinity,NaN,50.98023,NaN
2006-02-15,2006-03-08,Infinity,NaN,-21.568819,NaN
2006-02-16,2006-03-09,Infinity,NaN,-15.686685,NaN
2006-02-17,2006-03-10,Infinity,NaN,31.372622,NaN
2006-02-21,2006-03-13,Infinity,NaN,-50.98098,NaN
2006-02-22,2006-03-14,Infinity,NaN,-3.77368,NaN
2006-02-23,2006-03-15,Infinity,NaN,-140.42514,NaN
2006-02-24,2006-03-16,Infinity,NaN,-42.990936,NaN
2006-02-27,2006-03-17,Infinity,NaN,-148.14705,NaN
2006-02-28,2006-03-20,Infinity,NaN,6.6655645,NaN
2006-03-01,2006-03-21,Infinity,NaN,66.66582,NaN
2006-03-02,2006-03-22,Infinity,NaN,246.66658,NaN
2006-03-03,2006-03-23,Infinity,NaN,190.00038,NaN
2006-03-06,2006-03-24,Infinity,NaN,139.99974,NaN
2006-03-07,2006-03-27,Infinity,NaN,263.33304,NaN
2006-03-08,2006-03-28,Infinity,NaN,396.6672,NaN
2006-03-09,2006-03-29,Infinity,NaN,279.99948,NaN
2006-03-10,2006-03-30,Infinity,NaN,139.99974,NaN
2006-03-13,2006-03-31,Infinity,NaN,89.99911,NaN
2006-03-14,2006-04-03,Infinity,NaN,-146.66785,NaN
2006-03-15,2006-04-04,Infinity,NaN,-25.000715,NaN
2006-03-16,2006-04-05,Infinity,NaN,-76.92387,NaN
2006-03-17,2006-04-06,Infinity,NaN,-117.85535,NaN
2006-03-20,2006-04-07,Infinity,NaN,-0.0,NaN
2006-03-21,2006-04-10,Infinity,NaN,124.99953,NaN
2006-03-22,2006-04-11,Infinity,NaN,312.4988,NaN
2006-03-23,2006-04-12,Infinity,NaN,349.99905,NaN
2006-03-24,2006-04-13,Infinity,NaN,442.49844,NaN
2006-03-27,2006-04-17,Infinity,NaN,364.99838,NaN
2006-03-28,2006-04-18,Infinity,NaN,72.499954,NaN
2006-03-29,2006-04-19,Infinity,NaN,-50.0,NaN
2006-03-30,2006-04-20,Infinity,NaN,-164.70522,NaN
2006-03-31,2006-04-21,Infinity,NaN,-49.99944,NaN
2006-04-03,2006-04-24,Infinity,NaN,73.52938,NaN
2006-04-04,2006-04-25,Infinity,NaN,-2.9406815,NaN
2006-04-05,2006-04-26,Infinity,NaN,-8.823167,NaN
2006-04-06,2006-04-27,Infinity,NaN,-167.6469,NaN
2006-04-07,2006-04-28,Infinity,NaN,12.121423,NaN
2006-04-10,2006-05-01,Infinity,NaN,-0.0,NaN
2006-04-11,2006-05-02,Infinity,NaN,-30.302399,NaN
2006-04-12,2006-05-03,Infinity,NaN,3.2252903,NaN
2006-04-13,2006-05-04,Infinity,NaN,-80.64579,NaN
2006-04-17,2006-05-05,Infinity,NaN,-70.9687,NaN
2006-04-18,2006-05-08,Infinity,NaN,-99.99873,NaN
2006-04-19,2006-05-09,Infinity,NaN,5.2642145,NaN
2006-04-20,2006-05-10,Infinity,NaN,84.209366,NaN
2006-04-21,2006-05-11,Infinity,NaN,210.52441,NaN
2006-04-24,2006-05-12,Infinity,NaN,315.78662,NaN
2006-04-25,2006-05-15,Infinity,NaN,536.83545,NaN
2006-04-26,2006-05-16,Infinity,NaN,1347.3518,NaN
2006-04-27,2006-05-17,Infinity,NaN,2078.9211,NaN
2006-04-28,2006-05-18,Infinity,NaN,1894.7137,NaN
2006-05-01,2006-05-19,Infinity,NaN,2115.7625,NaN
2006-05-02,2006-05-22,Infinity,NaN,2199.972,NaN
2006-05-03,2006-05-23,Infinity,NaN,2121.0269,NaN
2006-05-04,2006-05-24,Infinity,NaN,2173.6567,NaN
2006-05-05,2006-05-25,Infinity,NaN,2473.6528,NaN
2006-05-08,2006-05-26,Infinity,NaN,10499.762,NaN
2006-05-09,2006-05-30,Infinity,NaN,1510.7001,NaN
2006-05-10,2006-05-31,Infinity,NaN,1860.0271,NaN
2006-05-11,2006-06-01,Infinity,NaN,703.9993,NaN
2006-05-12,2006-06-02,Infinity,NaN,306.4934,NaN
2006-05-15,2006-06-05,Infinity,NaN,337.66245,NaN
2006-05-16,2006-06-06,Infinity,NaN,142.1876,NaN
2006-05-17,2006-06-07,Infinity,NaN,170.31268,NaN
2006-05-18,2006-06-08,Infinity,NaN,281.25015,NaN
2006-05-19,2006-06-09,Infinity,NaN,229.68791,NaN
2006-05-22,2006-06-12,Infinity,NaN,262.5003,NaN
2006-05-23,2006-06-13,Infinity,NaN,429.68793,NaN
2006-05-24,2006-06-14,Infinity,NaN,557.813,NaN
2006-05-25,2006-06-15,Infinity,NaN,315.62537,NaN
2006-05-26,2006-06-16,Infinity,NaN,312.5003,NaN
2006-05-30,2006-06-19,Infinity,NaN,309.3752,NaN
2006-05-31,2006-06-20,Infinity,NaN,446.87552,NaN
2006-06-01,2006-06-21,Infinity,NaN,412.50027,NaN
2006-06-02,2006-06-22,Infinity,NaN,437.50027,NaN
2006-06-05,2006-06-23,Infinity,NaN,7800.3184,NaN
2006-06-06,2006-06-26,Infinity,NaN,714.281,NaN
2006-06-07,2006-06-27,Infinity,NaN,747.0582,NaN
2006-06-08,2006-06-28,Infinity,NaN,458.82315,NaN
2006-06-09,2006-06-29,Infinity,NaN,352.94067,NaN
2006-06-12,2006-06-30,Infinity,NaN,396.87552,NaN
2006-06-13,2006-07-03,Infinity,NaN,431.25076,NaN
2006-06-14,2006-07-05,Infinity,NaN,509.37582,NaN
2006-06-15,2006-07-06,Infinity,NaN,471.87552,NaN
